name,price,link,genre,record_label,record_country,record_cat,record_grade,sleeve_grade,record_info
Nat King Cole - Love is Here to Stay (Vinyle Usagé),$4.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00103579-nat-king-cole-love-is-here-to-stay,  Vocal Homme   ,  Capitol   ,  USA   ,  SWAK 11355   ,  NM  ,  NM ,  Gatefold   
Nat King Cole - Nat King Cole (Vinyle Usagé),$2.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382801-nat-king-cole-nat-king-cole,  Vocal Homme   ,  Fabbri Editori   ,  Italy   ,  GdJ 49   ,  NM  ,  VG ,  Serie I Grandi Del Jazz   
Nat King Cole - Nat King Cole Sings Songs From The Movies (Vinyle Usagé),$4.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382803-nat-king-cole-nat-king-cole-sings-songs-from-the-movies,  Vocal Homme   ,  Capitol   ,  UK   ,  VMP 1006   ,  NM  ,  VG+ ,
Nat King Cole - Nat King Coles Greatest (Vinyle Usagé),$4.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00077275-nat-king-cole-nat-king-coles-greatest,  Vocal Homme   ,  Capitol   ,  Canada   ,  SKAO 373   ,  NM  ,  VG+ ,  Gatefold   
Nat King Cole - Sings For Two in Love (Vinyle Usagé),$7.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00329118-nat-king-cole-sings-for-two-in-love,  Vocal Homme   ,  Capitol   ,  Canada   ,  T 420   ,  VG+  ,  VG+ ,  Original   
Nat King Cole - Sings His Songs From Cat Ballou And Other Motion Pictures (Vinyle Usagé),$5.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382849-nat-king-cole-sings-his-songs-from-cat-ballou-and-other-motion-pictures,  Vocal Homme   ,  Capitol   ,  USA   ,  SM 11804   ,  NM  ,  VG+ ,  Reedition / Label Bleu Fonce   
Nat King Cole - The Best of Nat King Cole (Vinyle Usagé),$5.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00121984-nat-king-cole-the-best-of-nat-king-cole,  Vocal Homme   ,  Capitol   ,  Canada   ,  SKAO 2944   ,  NM  ,  VG ,  Pochette Gatefold   
Nat King Cole - The Man and His Music (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00129840-nat-king-cole-the-man-and-his-music,  Vocal Homme   ,  Capitol   ,  USA   ,  SQBO 93741   ,  VG  ,  VG+ ,  2 LP / Pochette Gatefold a Rabat / Avec Livret   
Nat King Cole - The Nat King Cole Story Volume 3 (Vinyle Usagé),$4.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00170367-nat-king-cole-the-nat-king-cole-story-volume-3,  Vocal Homme   ,  Capitol   ,  Canada   ,  SN 66021   ,  NM  ,  VG+ ,  Label Vert   
Nat King Cole - The Nat King Cole Treasury (Vinyle Usagé),$11.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00254670-nat-king-cole-the-nat-king-cole-treasury,  Vocal Homme   ,  CapitolSpecialMarkets   ,  Canada   ,  SLB 6803   ,  NM  ,  VG+ ,  3 LP   
Nat King Cole - The Swingin Moods of Nat King Cole (Vinyle Usagé),$7.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00224745-nat-king-cole-the-swingin-moods-of-nat-king-cole,  Vocal Homme   ,  Capitol   ,  Canada   ,  DQBO 91278   ,  NM  ,  VG+ ,  Gatefold 2 LP   
Nat King Cole - This is Nat King Cole (Vinyle Usagé),$2.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00366027-nat-king-cole-this-is-nat-king-cole,  Vocal Homme   ,  Capitol   ,  Canada   ,  T 870   ,  VG  ,  VG ,  Original Turquoise/Silver Label   
Nat King Cole - Walkin My Baby Back Home (Vinyle Usagé),$4.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382573-nat-king-cole-walkin-my-baby-back-home,  Vocal Homme   ,  Capitol   ,  USA   ,  DN 16164   ,  NM  ,  VG+ ,  80s Press   
Nat King Cole - Walkin My Baby Back Home (Vinyle Usagé),$2.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00089516-nat-king-cole-walkin-my-baby-back-home,  Vocal Homme   ,  Capitol   ,  USA   ,  DF 504   ,  VG+  ,  VG+ ,
Nat King Cole - Weaver Of Dreams (Vinyle Usagé),$4.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382848-nat-king-cole-weaver-of-dreams,  Vocal Homme   ,  Pair   ,  USA   ,  PDL 2 1025   ,  NM  ,  VG+ ,  2 LP   
Nat King Cole - When Youre Smiling (Vinyle Usagé),$3.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00140772-nat-king-cole-when-youre-smiling,  Vocal Homme   ,  Pickwick/33   ,  USA   ,  SPC 3071   ,  VG+  ,  NM ,
Nat King Cole - Youre My Everything (Vinyle Usagé),$7.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00371644-nat-king-cole-youre-my-everything,  Vocal Homme   ,  Pickwick/33   ,  Canada   ,  SPC 3154   ,  NM  ,  NM ,
Natural Order - Jealousy (Vinyle Usagé),$39.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382576-natural-order-jealousy,  Disco   ,  The Sound Of Washington D C   ,  USA   ,  DM 84596   ,  VG+  ,  Generic ,  12po   
Ollie Strong / Kenny Hepburn - Sleepwalk (Vinyle Usagé),$9.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382835-ollie-strong-kenny-hepburn-sleepwalk,  Rock   ,  ARC   ,  Canada   ,  ARC 511   ,  VG+  ,  VG+ ,
Orff / Jochum / Janowitz / Stolze / Fischer Dieskau - Carmina Burana (Vinyle Usagé),$3.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00308330-orff-jochum-janowitz-stolze-fischer-dieskau-carmina-burana,  Classique   ,  Deutsche Grammophon   ,  Germany   ,  SLPM 139 362   ,  VG  ,  VG+ ,  Original / Label aux Tulipes / Gatefold   
Orval Prophet - The Travellin Kind (Vinyle Usagé),$3.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382832-orval-prophet-the-travellin-kind,  Country   ,  Point   ,  Canada   ,  P 219   ,  VG+  ,  VG+ ,
Paganini / Ricci - 24 Caprices (Vinyle Usagé),$79.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382546-paganini-ricci-24-caprices,  Classique   ,  London   ,  USA   ,  CS6163   ,  NM  ,  VG+ ,  Original Stereo / Pochette a Dos Bleu / Presse en    
Pat Boone - Golden Hits: 15 Hits Of Pat Boone (Vinyle Usagé),$2.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382845-pat-boone-golden-hits-15-hits-of-pat-boone,  Vocal Homme   ,  Dot   ,  Canada   ,  DLP 25814   ,  VG+  ,  NM ,
Patti Page - Gentle On My Mind (Vinyle Usagé),$4.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00036499-patti-page-gentle-on-my-mind,  Vocal Femme   ,  Columbia   ,  USA   ,  CS 9666   ,  NM  ,  NM ,
Patti Page - Love After Midnight (Vinyle Usagé),$4.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382729-patti-page-love-after-midnight,  Vocal Femme   ,  Columbia   ,  USA   ,  CS 8932   ,  NM  ,  NM ,
Patti Page - Love Letters (Vinyle Usagé),$2.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382675-patti-page-love-letters,  Vocal Femme   ,  Harmony   ,  USA   ,  HS 11305   ,  VG+  ,  VG+ ,
Patti Page - Say Wonderful Things (Vinyle Usagé),$3.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382673-patti-page-say-wonderful-things,  Vocal Femme   ,  Columbia   ,  USA   ,  CL 2049   ,  VG+  ,  VG+ ,  Original Mono 2 Eye Label   
Patti Page - Special Thoughts (Vinyle Usagé),$5.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382679-patti-page-special-thoughts,  Vocal Femme   ,  Accord   ,  USA   ,  SN 7206   ,  NM  ,  VG+ ,
Patti Page - The Golden Memories Of (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382700-patti-page-the-golden-memories-of,  Vocal Femme   ,  Candlelite Music   ,  USA   ,  CMI 3249 CMI 3250   ,  VG+  ,  VG ,  2 LP   
Patti Page - The Waltz Queen (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382666-patti-page-the-waltz-queen,  Vocal Femme   ,  Mercury Wing   ,  USA   ,  SRW 16121 Mercury Wing   ,  VG+  ,  VG ,
Patti Page - Today My Way (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00057385-patti-page-today-my-way,  Vocal Femme   ,  Columbia   ,  USA   ,  CS 9561   ,  VG+  ,  NM ,
Paul Anka - Sings His Big 15 (Vinyle Usagé),$3.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00114981-paul-anka-sings-his-big-15,  Vocal Homme   ,  Sparton/ABCParamount   ,  Canada   ,  ABC 323   ,  VG  ,  VG+ ,  Original Mono   
Paul Kantner / Grace Slick / David Freiberg - Baron von Tollbooth and the Chrome Nun (Vinyle Usagé),$3.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382797-paul-kantner-grace-slick-david-freiberg-baron-von-tollbooth-and-the-chrome-nun,  Rock   ,  Grunt   ,  USA   ,  BFL1 0148   ,  VG  ,  VG+ ,  .   
Pauline Lapointe - Pauline Lapointe (Vinyle Usagé),$4.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00025640-pauline-lapointe-pauline-lapointe,  Francophone   ,  Kebec Disc   ,  Canada   ,  KD 978   ,  NM  ,  NM ,
Peter and Gordon - Woman (Vinyle Usagé),$2.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00254526-peter-and-gordon-woman,  Rock   ,  Capitol   ,  Canada   ,  T 2477   ,  VG  ,  VG ,  Original Mono   
Peter Wolf - Oo-Ee-Diddley-Bop (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382772-peter-wolf-oo-ee-diddley-bop,  Rock   ,  EMI America   ,  USA   ,  SPRO 9368 / 9371   ,  NM  ,  Generic ,  12po / Autocollant sur Pochette Generique   
Petula Clark - Le Palmares (Vinyle Usagé),$3.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00103916-petula-clark-le-palmares,  Vocal Femme   ,  Trans Canada   ,  Canada   ,  TSF 1384   ,  VG+  ,  VG+ ,
Pierne / Mari - Cydalise et le Chevre Pied / Ramuntcho Overture (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382468-pierne-mari-cydalise-et-le-chevre-pied-ramuntcho-overture,  Classique   ,  Angel Records   ,  USA   ,  S 37281   ,  VG+  ,  VG+ ,  Pressage Quadriphonique   
Point Blank - Airplay (Vinyle Usagé),$3.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382805-point-blank-airplay,  Rock   ,  MCA   ,  USA   ,  MCA 3160   ,  NM  ,  VG+ ,
Porter Wagoner - The Best of Porter Wagoner Vol II (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382775-porter-wagoner-the-best-of-porter-wagoner-vol-ii,  Country   ,  RCA Victor   ,  Canada   ,  LSP 4321   ,  VG+  ,  VG+ ,
Prokofiev / Abbado / Mintz - The Violin Concertos (Vinyle Usagé),$7.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00175526-prokofiev-abbado-mintz-the-violin-concertos,  Classique   ,  Deutsche Grammophon   ,  Germany   ,  410 524 1   ,  NM  ,  VG+ ,
Prokofiev / Richter / Oistrakh / Kondrashin - Violin Concerto No 1 / Piano Concerto No1 / Suite from Cinderella (Vinyle Usagé),$2.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382507-prokofiev-richter-oistrakh-kondrashin-violin-concerto-no-1-piano-concerto-no1-suite-from-cinderella,  Classique   ,  Saga   ,  UK   ,  XID 5160   ,  VG+  ,  VG+ ,  Mono   
Rachmaninoff / Chopin - Sergei Rachmaninoff Plays Rachmaninoff and Chopin (Vinyle Usagé),$7.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382528-rachmaninoff-chopin-sergei-rachmaninoff-plays-rachmaninoff-and-chopin,  Classique   ,  Klavier   ,  USA   ,  KS 103   ,  VG+  ,  VG+ ,
Rachmaninov / Maazel - Symphony No 3 / The Isle of the Dead (Vinyle Usagé),$5.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00185175-rachmaninov-maazel-symphony-no-3-the-isle-of-the-dead,  Classique   ,  Deutsche Grammophon   ,  Germany   ,  2532 065   ,  NM  ,  NM ,
Raoul Roy - Folklore Vol 5 (Vinyle Usagé),$2.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382529-raoul-roy-folklore-vol-5,  Francophone   ,  Select   ,  Canada   ,  S 398235   ,  VG+  ,  VG+ ,
Rascals - See (Vinyle Usagé),$3.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00124601-rascals-see,  Rock   ,  Atlantic   ,  Canada   ,  SD 8246   ,  VG+  ,  VG+ ,  Original Red Label   
Ravel / Gieseking - Complete Works for Piano Solo (Vinyle Usagé),$19.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382506-ravel-gieseking-complete-works-for-piano-solo,  Classique   ,  Angel   ,  UK   ,  3541 (5S)   ,  VG+  ,  VG+ ,  Coffret 3 LP avec Livret   
Reverend Gary Davis - Volume 2: 1971 / Lord I Wish I Could See (Vinyle Usagé),$14.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382788-reverend-gary-davis-volume-2-1971-lord-i-wish-i-could-see,  Blues   ,  Biograph   ,  USA   ,  BLP 12034   ,  VG+  ,  VG+ ,
Rick James - You and I (Vinyle Usagé),$9.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00079299-rick-james-you-and-i,  Funk/Soul   ,  Gordy   ,  Canada   ,  PR 34   ,  NM  ,  Generic ,  12   
Rick Nelson - Best Sellers (Vinyle Usagé),$3.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lpx0113337-rick-nelson-best-sellers,  Rock   ,  Imperial   ,  Canada   ,  LP 9218   ,  VG  ,  VG+ ,  Original Mono   
Rick Nelson - Million Sellers (Vinyle Usagé),$3.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00270986-rick-nelson-million-sellers,  Rock   ,  Imperial   ,  Canada   ,  LP 9232   ,  VG  ,  VG+ ,  Mono   
Ricky Nelson - Songs By Ricky (Vinyle Usagé),$2.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00337364-ricky-nelson-songs-by-ricky,  Rock   ,  Imperial   ,  Canada   ,  LP 9082   ,  VG  ,  VG ,  Original Mono   
Rita Coolidge - Greatest Hits (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382637-rita-coolidge-greatest-hits,  Rock   ,  A&M   ,  Canada   ,  SP 4836   ,  VG+  ,  VG+ ,
Romeo Void - Never Say Never (Vinyle Usagé),$5.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00082472-romeo-void-never-say-never,  New Wave   ,  Columbia/415   ,  Canada   ,  C 38178   ,  VG+  ,  VG+ ,  EP   
Ron Ely - Tarzan: The Eyes of the Lion (Vinyle Usagé),$5.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00257202-ron-ely-tarzan-the-eyes-of-the-lion,  Enfants   ,  Leo   ,  USA   ,  LE 902   ,  VG+  ,  VG+ ,  Gatefold   
Ronnie Prophet - The Hits Of Ronnie Prophet (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382786-ronnie-prophet-the-hits-of-ronnie-prophet,  Country   ,  RCA Victor   ,  Canada   ,  KEL1 8104   ,  VG+  ,  NM ,
Roy Acuff - Wabash Cannonball (Vinyle Usagé),$3.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382785-roy-acuff-wabash-cannonball,  Country   ,  Pickwick   ,  USA   ,  JS 6162 Pickwick   ,  NM  ,  VG+ ,
Salvatore Adamo - A Ceux Qui Revent Encore (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00241742-salvatore-adamo-a-ceux-qui-revent-encore,  Francophone   ,  Pathe   ,  Canada   ,  SPAO 67 360   ,  VG+  ,  VG+ ,  Gatefold   
Salvatore Adamo - Les Titres d Or d Adamo Volume 2 (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00321765-salvatore-adamo-les-titres-d-or-d-adamo-volume-2,  Francophone   ,  Pathe   ,  Canada   ,  SPAO 68 051   ,  VG+  ,  VG+ ,  Pochette Gatefold   
Sam Taylor - Golden Disc (Vinyle Usagé),$14.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382669-sam-taylor-golden-disc,  Jazz   ,  MCA   ,  Japan   ,  VIM 10003   ,  NM  ,  VG+ ,  Sans Obi   
Sam Taylor - Music for Melancholy Babies (Vinyle Usagé),$9.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382671-sam-taylor-music-for-melancholy-babies,  Jazz   ,  MGM   ,  Canada   ,  E3482   ,  NM  ,  VG+ ,
Sam The Man Taylor - Misty Mood (Vinyle Usagé),$2.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382726-sam-the-man-taylor-misty-mood,  Jazz   ,  Decca   ,  USA   ,  DL 74302   ,  VG+  ,  VG ,  Stereo   
Sam The Man Taylor - More Blue Mist: In the Mood for Sax (Vinyle Usagé),$14.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382721-sam-the-man-taylor-more-blue-mist-in-the-mood-for-sax,  Jazz   ,  MGM   ,  Canada   ,  SE 3783   ,  NM  ,  NM ,  Original Stereo   
Sam The Man Taylor - Plays Hollywood (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382703-sam-the-man-taylor-plays-hollywood,  Jazz   ,  MGM   ,  Canada   ,  E3967   ,  VG  ,  VG ,  Original Mono   
Sam The Man Taylor - Somewhere In The Night (Vinyle Usagé),$5.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382727-sam-the-man-taylor-somewhere-in-the-night,  Jazz   ,  Decca   ,  Canada   ,  DL 4573   ,  NM  ,  VG+ ,  Mono   
Sam The Man Taylor / Leo The Lad Stephenson - The Many Moods Of Sam The Man Taylor and Leo The Lad Stephenson (Vinyle Usagé),$7.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382670-sam-the-man-taylor-leo-the-lad-stephenson-the-many-moods-of-sam-the-man-taylor-and-leo-the-lad-stephenson,  Jazz   ,  Rolyat   ,  USA   ,  R 0091   ,  NM  ,  VG+ ,
Schoenberg / Ferencsik / Arroyo / Young / Baker - Gurrelieder (Vinyle Usagé),$11.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00307857-schoenberg-ferencsik-arroyo-young-baker-gurrelieder,  Classique   ,  His Masters Voice   ,  UK   ,  SLS 884   ,  EX  ,  VG+ ,  Coffret 2 LP avec Livret   
Schubert / David Oistrach Trio - Klaviertrio Nr 1 (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382494-schubert-david-oistrach-trio-klaviertrio-nr-1,  Classique   ,  EMI Electrola   ,  Europe   ,  1 C 047 01 490 His Masters Voice   ,  VG  ,  VG+ ,
Scott Joplin / Gunther Schuller - Treemonisha (Vinyle Usagé),$7.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382492-scott-joplin-gunther-schuller-treemonisha,  Jazz   ,  DeutscheGrammophon   ,  Germany   ,  2707 083   ,  NM  ,  VG+ ,  Coffret 2 LP   
Sharpe And Numan - Change Your Mind (Vinyle Usagé),$2.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382662-sharpe-and-numan-change-your-mind,  New Wave   ,  Polydor   ,  UK   ,  POSPX 722 Polydor   ,  VG+  ,  VG+ ,  12po   
Shostakovich / Borodin Qt - Quartets Nos 5 / 9 (Vinyle Usagé),$5.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382495-shostakovich-borodin-qt-quartets-nos-5-9,  Classique   ,  Ð   ,  USSR   ,  _10 21943 000   ,  EX  ,  VG ,
Shostakovich / Kabalevsky / Ormandy / Ma - Cello Concerto No 1 (Vinyle Usagé),$17.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00180996-shostakovich-kabalevsky-ormandy-ma-cello-concerto-no-1,  Classique   ,  CBS Masterworks   ,  Canada   ,  IM 37840   ,  NM  ,  VG+ ,
Shostakovitch / Beethoven Qt - String Quartets 7 And 8 (Vinyle Usagé),$11.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382487-shostakovitch-beethoven-qt-string-quartets-7-and-8,  Classique   ,  Baroque   ,  USA   ,  2864   ,  VG+  ,  VG+ ,
Smokey Robinson - One Heartbeat (Vinyle Usagé),$3.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00114688-smokey-robinson-one-heartbeat,  Funk/Soul   ,  Motown   ,  Canada   ,  MOT 6226   ,  NM  ,  VG+ ,
Soft Cell - What (Vinyle Usagé),$5.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382655-soft-cell-what,  New Wave   ,  Vertigo   ,  Europe   ,  6400 674 Vertigo   ,  VG+  ,  VG+ ,  12po   
Son Caribe - Que Viva La Fiesta (Vinyle Usagé),$3.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382787-son-caribe-que-viva-la-fiesta,  Monde   ,  Caravage   ,  France   ,  8820 Carrere   ,  VG+  ,  NM ,
Sonny James - The Hit Sounds Of (Vinyle Usagé),$2.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382827-sonny-james-the-hit-sounds-of,  Country   ,  Capitol   ,  USA   ,  SL 6689   ,  VG+  ,  VG+ ,
Soundtrack - Ennio Morricone: Mon Nom Est Personne (Vinyle Usagé),$5.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00141173-soundtrack-ennio-morricone-mon-nom-est-personne,  Bandes Sonores   ,  Deram   ,  Canada   ,  DEF 1001   ,  VG  ,  NM ,
Soundtrack - My Fair Lady (Vinyle Usagé),$3.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382810-soundtrack-my-fair-lady,  Bandes Sonores   ,  Columbia   ,  Canada   ,  KOS 2600   ,  VG+  ,  VG+ ,  Original Stereo avec Label 360 Sound / Pochette Ga   
Soundtrack - Sweetheart Sweetheart (Vinyle Usagé),$2.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382708-soundtrack-sweetheart-sweetheart,  Bandes Sonores   ,  Readers Digest   ,  USA   ,  RDA 015/D   ,  NM  ,  VG+ ,
Space Project - Conquest of the Stars (Vinyle Usagé),$2.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00019380-space-project-conquest-of-the-stars,  Disco   ,  RCA Victor   ,  Canada   ,  KPN1 0267   ,  NM  ,  NM ,  12po / Vinyle Bleu   
Stacey Q - Two of Hearts (European Mix) (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00304730-stacey-q-two-of-hearts-european-mix,  New Wave   ,  Atlantic   ,  Canada   ,  78 67970   ,  VG+  ,  VG+ ,  12   
Steve Ashley - Stroll On (Vinyle Usagé),$5.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382699-steve-ashley-stroll-on,  Rock   ,  Gull   ,  Canada   ,  GU 401 V1   ,  VG+  ,  NM ,  Promo   
Strauss R / Bohm - Four Last Songs (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382486-strauss-r-bohm-four-last-songs,  Classique   ,  London   ,  USA   ,  R 23215   ,  VG+  ,  VG+ ,  Presse en Angleterre   
Stravinsky / Entremont - Piano Concertos (Vinyle Usagé),$2.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382475-stravinsky-entremont-piano-concertos,  Classique   ,  Columbia Masterworks   ,  Canada   ,  MS 6947   ,  VG  ,  VG+ ,
Stravinsky / Kurenko / Stravinsky S - Songs By Igor Stravinsky (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382539-stravinsky-kurenko-stravinsky-s-songs-by-igor-stravinsky,  Classique   ,  Allegro   ,  USA   ,  AL 64   ,  VG  ,  VG+ ,  Vinyle Brun   
Stravinsky / Tilson Thomas - The Rite of Spring / The King of the Stars (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382493-stravinsky-tilson-thomas-the-rite-of-spring-the-king-of-the-stars,  Classique   ,  DeutscheGrammophon   ,  Canada   ,  2535 222   ,  VG  ,  NM ,
Strawbs - Ghosts (Vinyle Usagé),$11.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00068058-strawbs-ghosts,  Rock   ,  A&M   ,  Canada   ,  SP 4506   ,  NM  ,  VG+ ,
T-Connection - On Fire (Vinyle Usagé),$4.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382645-t-connection-on-fire,  Disco   ,  Dash   ,  USA   ,  DASH 30008   ,  VG+  ,  VG ,  Pochette Gatefold   
Tina Turner - Typical Male (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00294469-tina-turner-typical-male,  Funk/Soul   ,  Capitol   ,  Canada   ,  S 75167   ,  VG+  ,  VG+ ,  12   
Titanic - Macumba (Vinyle Usagé),$11.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00206948-titanic-macumba,  Rock   ,  Columbia   ,  Canada   ,  ES 90275   ,  VG+  ,  VG+ ,
Tito Puente - Mucho Cha Cha (Vinyle Usagé),$5.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382677-tito-puente-mucho-cha-cha,  Jazz   ,  RCA Victor   ,  Canada   ,  LSP 2113   ,  VG+  ,  VG ,  Original Living Stereo   
Tommy Dorsey - Remember Tommy (Vinyle Usagé),$2.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00054360-tommy-dorsey-remember-tommy,  Jazz   ,  20th Century   ,  USA   ,  9209 905   ,  VG+  ,  VG+ ,  2 LP / Pochette Gatefold   
Tommy Dorsey - This is Tommy Dorsey (Vinyle Usagé),$4.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382704-tommy-dorsey-this-is-tommy-dorsey,  Jazz   ,  RCA Victor   ,  Canada   ,  VPM 6038   ,  NM  ,  VG+ ,  2 LP   
Tony Bennett - Love Story (Vinyle Usagé),$1.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382633-tony-bennett-love-story,  Vocal Homme   ,  Columbia   ,  USA   ,  GP 14   ,  VG  ,  VG+ ,  2 LP / Pochette Gatefold   
Touch Of Class - Touch Of Class (Vinyle Usagé),$4.99,https://aux33tours.com/collections/nouveaux-arrivages-usage/products/lp00382686-touch-of-class-touch-of-class,  Funk/Soul   ,  Roadshow   ,  USA   ,  BXL1 3217 Natures Music Inc   ,  VG+  ,  VG ,
