name,price,link
Front Line Assembly - Corrosion (Vinyle Neuf),$36.99,https://aux33tours.com/collections/nouveautes/products/rs00056266-front-line-assembly-corrosion
Revolting Cocks - Big Sexy Land (Vinyle Neuf),$55.99,https://aux33tours.com/collections/nouveautes/products/rs00058834-revolting-cocks-big-sexy-land
