name,price,link
Augustus Pablo - Thriller (Vinyle Neuf),$36.99,https://aux33tours.com/collections/nouveautes/products/rs00059461-augustus-pablo-thriller
Bob Marley - Legend (Vinyle Neuf),$31.99,https://aux33tours.com/collections/nouveautes/products/bob-marley-legend
Various - Greensleeves Reggae Gold (Vinyle Neuf),$37.99,https://aux33tours.com/collections/nouveautes/products/rs00058025-various-greensleeves-reggae-gold
