name,price,link
Alexandra Streliski - Inscape (Vinyle Neuf),$22.99,https://aux33tours.com/collections/nouveautes/products/ln00044198-alexandra-streliski-inscape
Alexandra Streliski - Pianoscope (Vinyle Neuf),$22.99,https://aux33tours.com/collections/nouveautes/products/ln00043023-alexandra-streliski-pianoscope
Vikingur Olafsson - From Afar (Vinyle Neuf),$52.99,https://aux33tours.com/collections/nouveautes/products/rs00057968-vikingur-olafsson-from-afar
